,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
498907,2020-03-29T21:29:54,Covid-19 #Sharpshooter #Covid19 #CoronaVirus #CoronaUpdate #coronavirus #Erie #Pennsylvania #TomWolf https://t.co/gmSjKJzPhW,covid sharpshooter covid coronavirus coronaupdate coronavirus erie pennsylvania tomwolf,"['Sharpshooter', 'Covid19', 'CoronaVirus', 'CoronaUpdate', 'coronavirus', 'Erie', 'Pennsylvania', 'TomWolf']",[],21,"{'label': 'NEGATIVE', 'score': 0.9752587676048279}",NEGATIVE,-0.9752587676048279
499134,2020-03-29T21:30:08,"#Malibu, protect yourself from price gouging during the #coronavirus #COVID19 crisis and report it to LA County Dept of Consumer &amp; Business Affairs https://t.co/VMdlSePr9s @LACountyDCBA at (800) 593-8222 for investigation. More info: https://t.co/GErzQnRTrh https://t.co/n9EywvPWgQ",malibu protect price gouging coronavirus covid crisis report county dept consumer amp business affairs lacountydcba investigation info,"['Malibu', 'coronavirus', 'COVID19']",['LACountyDCBA'],21,"{'label': 'NEGATIVE', 'score': 0.9900146126747131}",NEGATIVE,-0.9900146126747131
499216,2020-03-29T21:30:16,"NEW! ""Wing Whiskers &amp; The K-9 Grapevine"" - Imagine if somebody handed you the armpit

🎧 https://t.co/zt0Vyn2hTp
🌐 https://t.co/TgUrRaJYFC

#thetragedyacademy #podernfamily #podcast #podcasts #memes #covid19 #covid-19 #coronavirus #stayathome #socialdistancing #quarantinelife https://t.co/jGJSMWJwxV",new wing whiskers amp grapevine imagine somebody handed armpit thetragedyacademy podernfamily podcast podcasts memes covid covid coronavirus stayathome socialdistancing quarantinelife,"['thetragedyacademy', 'podernfamily', 'podcast', 'podcasts', 'memes', 'covid19', 'covid', 'coronavirus', 'stayathome', 'socialdistancing', 'quarantinelife']",[],21,"{'label': 'NEGATIVE', 'score': 0.9926030039787292}",NEGATIVE,-0.9926030039787292
499219,2020-03-29T21:30:17,"@d_e_mol @Acadiansheperd You are at high risk of #Covid_19 if :
- you are 33 years old
- the first two digits of your social security number, apartment number, street address, bank account or any number that relates to you is 33
- someone donated you $33 x n0
- you found yourself 33rd of something

RUN!",mol acadiansheperd high risk covid years old first two digits social security number apartment number street address bank account number relates someone donated found something run,['Covid_19'],"['d_e_mol', 'Acadiansheperd']",21,"{'label': 'NEGATIVE', 'score': 0.9927634000778198}",NEGATIVE,-0.9927634000778198
499539,2020-03-29T21:31:00,"Wife just found out her boss has #COVID19, but she’s still off to work in the morning to fulfil her @NHSuk duties. Can people just wash their hands and stop meeting up and spreading this about?",wife found boss covid still work morning fulfil nhsuk duties people wash hands stop meeting spreading,['COVID19'],['NHSuk'],21,"{'label': 'NEGATIVE', 'score': 0.9978295564651489}",NEGATIVE,-0.9978295564651489
499621,2020-03-29T21:31:10,Garden centers appear to be getting a coronavirus bump #okanagan #COVID19 #gardening https://t.co/Q45Bzr169M https://t.co/L9VxfQavok,garden centers appear getting coronavirus bump okanagan covid gardening,"['okanagan', 'COVID19', 'gardening']",[],21,"{'label': 'NEGATIVE', 'score': 0.9967064261436462}",NEGATIVE,-0.9967064261436462
500138,2020-03-29T21:32:24,"BREAKING: Vin Diesel And His Son Share Message Of Hope During Pandemic. 

Download the #oigetit app for more recent news!

Read more: https://t.co/FnjfU6vePn

https://t.co/Gv8jc9qX9Z

#oigetit #WeFilterFakeNews #breakingnews #news #covid19 #coronavirus https://t.co/rHXCZ99D3l",breaking vin diesel son share message hope pandemic download oigetit app recent news read oigetit wefilterfakenews breakingnews news covid coronavirus,"['oigetit', 'oigetit', 'WeFilterFakeNews', 'breakingnews', 'news', 'covid19', 'coronavirus']",[],21,"{'label': 'NEGATIVE', 'score': 0.9687436819076538}",NEGATIVE,-0.9687436819076538
500394,2020-03-29T21:33:03,".@fordnation still not doing right by #construction workers, placing them at risk for #COVID19 https://t.co/oGwCVAPt8N #COVID19 #Ontario #Coronavirus",fordnation still not right construction workers placing risk covid covid ontario coronavirus,"['construction', 'COVID19', 'COVID19', 'Ontario', 'Coronavirus']",['fordnation'],21,"{'label': 'NEGATIVE', 'score': 0.9995976090431213}",NEGATIVE,-0.9995976090431213
500619,2020-03-29T21:33:33,"@TheSkeptical1 @js_edit Let's do the same, except with GOP white men! 

How come when @realDonaldTrump contracts #Covid_19, he doesn't have to report it? https://t.co/OhDA0j5Ksc",theskeptical edit let except gop white men come realdonaldtrump contracts covid report,['Covid_19'],"['TheSkeptical1', 'js_edit', 'realDonaldTrump']",21,"{'label': 'NEGATIVE', 'score': 0.9964976906776428}",NEGATIVE,-0.9964976906776428
501159,2020-03-29T21:34:53,My girlfriend would flip if we could ever get @ErinRNapier &amp; @scotsmanco to come do our house for #HometownHGTV because we have been watching this show nonstop on #Quarantine #Covid_19,girlfriend would flip could ever get erinrnapier amp scotsmanco come house hometownhgtv watching show nonstop quarantine covid,"['HometownHGTV', 'Quarantine', 'Covid_19']","['ErinRNapier', 'scotsmanco']",21,"{'label': 'NEGATIVE', 'score': 0.9825400710105896}",NEGATIVE,-0.9825400710105896
501726,2020-03-29T21:36:18,Potus approval is at an all time high. Try again. #Trump #COVID19 https://t.co/nqjbRalPXT,potus approval time high try trump covid,"['Trump', 'COVID19']",[],21,"{'label': 'POSITIVE', 'score': 0.9439177513122559}",POSITIVE,0.9439177513122559
502386,2020-03-29T21:37:51,Nigeria lockdown. #coronavirus https://t.co/fYWQ1lOQ5a,nigeria lockdown coronavirus,['coronavirus'],[],21,"{'label': 'NEGATIVE', 'score': 0.9759597778320312}",NEGATIVE,-0.9759597778320312
503598,2020-03-29T21:40:41,"Would anyone really be surprised to learn of staff at nursing homes purposefully, or even just hopefully, infecting their elder patients with #coronavirus? There have been cases senicide in the past, now there is a dangerous further reaching possibility.",would anyone really surprised learn staff nursing homes purposefully even hopefully infecting elder patients coronavirus cases senicide past dangerous reaching possibility,['coronavirus'],[],21,"{'label': 'NEGATIVE', 'score': 0.9942498803138733}",NEGATIVE,-0.9942498803138733
503642,2020-03-29T21:40:48,OMG #COVID19 is determined to kill country music today. #RIPJoeDiffie and get well soon @JohnPrineMusic - YOU NEVER EVEN CALL ME BY MY NAME! https://t.co/r1lUDhTYBs,omg covid determined kill country music today ripjoediffie get well soon johnprinemusic never even call name,"['COVID19', 'RIPJoeDiffie']",['JohnPrineMusic'],21,"{'label': 'NEGATIVE', 'score': 0.9953370094299316}",NEGATIVE,-0.9953370094299316
504363,2020-03-29T21:42:40,trump (and you) attempting to profit off #COVID19 by tweeting misleading and false commentary? How unusual.  @policy @ev @jack https://t.co/L42LlQ920n,trump attempting profit covid tweeting misleading false commentary unusual policy jack,['COVID19'],"['policy', 'ev', 'jack']",21,"{'label': 'NEGATIVE', 'score': 0.9974654316902161}",NEGATIVE,-0.9974654316902161
505569,2020-03-29T21:45:29,"Presser opens: taking credit for Abbott's work. 
#Presser #COVID19 #DoctorsOnlyPressConferences",presser opens taking credit abbott work presser covid doctorsonlypressconferences,"['Presser', 'COVID19', 'DoctorsOnlyPressConferences']",[],21,"{'label': 'POSITIVE', 'score': 0.8996042013168335}",POSITIVE,0.8996042013168335
505674,2020-03-29T21:45:43,"Avoid anxiety....
Just make sure you are clean Amway's.
Don't think too much.
#WhenCoronaVirusIsOver #Covid_19 #donjazzy
#Buhari",avoid anxiety make sure clean amway think much whencoronavirusisover covid donjazzy buhari,"['WhenCoronaVirusIsOver', 'Covid_19', 'donjazzy', 'Buhari']",[],21,"{'label': 'NEGATIVE', 'score': 0.9905651211738586}",NEGATIVE,-0.9905651211738586
507262,2020-03-29T21:49:21,"""A mish-mash of local and state reporting protocols, an utterly insufficient testing capacity, and the multi-day wait for results"" #COVID19 #coronavirus in the USA 
Nobody Has a Clue How Many People Have COVID-19 by @RobertRoyBritt https://t.co/HlWkT9XCQz",mish mash local state reporting protocols utterly insufficient testing capacity multi day wait results covid coronavirus usa nobody clue many people covid robertroybritt,"['COVID19', 'coronavirus']",['RobertRoyBritt'],21,"{'label': 'NEGATIVE', 'score': 0.9997345209121704}",NEGATIVE,-0.9997345209121704
507434,2020-03-29T21:49:42,"WATCH LIVE: 
@POTUS leads briefing with #Coronavirus task force on pandemic response
https://t.co/SADXFjw3Q0",watch live potus leads briefing coronavirus task force pandemic response,['Coronavirus'],['POTUS'],21,"{'label': 'NEGATIVE', 'score': 0.9775429368019104}",NEGATIVE,-0.9775429368019104
508181,2020-03-29T21:51:23,"@RebekahStaton 1. Go to the pub 
2. Hug all my mates
3. Never take anything for granted again
#coronavirus #StayAtHomeAndStaySafe",rebekahstaton pub hug mates never take anything granted coronavirus stayathomeandstaysafe,"['coronavirus', 'StayAtHomeAndStaySafe']",['RebekahStaton'],21,"{'label': 'NEGATIVE', 'score': 0.9973223209381104}",NEGATIVE,-0.9973223209381104
509864,2020-03-29T21:55:16,"Eew...#Amazon delivery driver caught on camera some nasty crap to a package. #CoronavirusOutbreak
#CoronavirusUSA
https://t.co/haMjueKCzg",eew amazon delivery driver caught camera nasty crap package coronavirusoutbreak coronavirususa,"['Amazon', 'CoronavirusOutbreak', 'CoronavirusUSA']",[],21,"{'label': 'NEGATIVE', 'score': 0.9995160102844238}",NEGATIVE,-0.9995160102844238
510102,2020-03-29T21:55:51,"Zero increase in #COVID19 deaths in Kentucky as of Sunday 3/29 - state total remains at 9. 

May they Rest In Peace. https://t.co/CfRLqIc95v",zero increase covid deaths kentucky sunday state total remains may rest peace,['COVID19'],[],21,"{'label': 'NEGATIVE', 'score': 0.9981173276901245}",NEGATIVE,-0.9981173276901245
510484,2020-03-29T21:56:45,"Influx of patients cannot explain the higher use/need for masks, @POTUS @realDonaldTrump? #COVIDー19 #WuhanVirus #CoronaVirus #MAGA #FoxNews #CNN #TheLead #FoxAndFriends #KAG #Election2020",influx patients cannot explain higher use need masks potus realdonaldtrump covid wuhanvirus coronavirus maga foxnews cnn thelead foxandfriends kag election,"['COVIDー19', 'WuhanVirus', 'CoronaVirus', 'MAGA', 'FoxNews', 'CNN', 'TheLead', 'FoxAndFriends', 'KAG', 'Election2020']","['POTUS', 'realDonaldTrump']",21,"{'label': 'NEGATIVE', 'score': 0.9966748356819153}",NEGATIVE,-0.9966748356819153
510583,2020-03-29T21:57:00,"3 Coronavirus-Proof Dividend Stocks That Are Perfect for Retirees
#Covid_19 #COVID19 #COVIDー19 #coronavirus #investing #DividendInvesting #safe #dividends #stocks #income #retirement 
https://t.co/RvftMlaUpn",coronavirus proof dividend stocks perfect retirees covid covid covid coronavirus investing dividendinvesting safe dividends stocks income retirement,"['Covid_19', 'COVID19', 'COVIDー19', 'coronavirus', 'investing', 'DividendInvesting', 'safe', 'dividends', 'stocks', 'income', 'retirement']",[],21,"{'label': 'NEGATIVE', 'score': 0.9760358929634094}",NEGATIVE,-0.9760358929634094
510648,2020-03-29T21:57:06,@AnnaPodolanczuk May god bless you and keep you safe. You are a true angel of mercy. #NursesCOVID19 #DoctorsOnlyPressConferences #CoronaUpdate #CoronavirusPandemic,annapodolanczuk may god bless keep safe true angel mercy nursescovid doctorsonlypressconferences coronaupdate coronaviruspandemic,"['NursesCOVID19', 'DoctorsOnlyPressConferences', 'CoronaUpdate', 'CoronavirusPandemic']",['AnnaPodolanczuk'],21,"{'label': 'NEGATIVE', 'score': 0.970175564289093}",NEGATIVE,-0.970175564289093
511512,2020-03-29T21:58:57,@zachtronics Zach: I've bought every Zachtronics game. How about giving out free (TIS-100?) for kids during #COVID19?,zachtronics zach bought every zachtronics game giving free tis kids covid,['COVID19'],['zachtronics'],21,"{'label': 'NEGATIVE', 'score': 0.9864330291748047}",NEGATIVE,-0.9864330291748047
512656,2020-03-29T22:00:38,"Get the latest updates from the @CDCgov on #COVID19. #txlege #texas #StayHomeTexas

https://t.co/9VWjfJ8iVw",get latest updates cdcgov covid txlege texas stayhometexas,"['COVID19', 'txlege', 'texas', 'StayHomeTexas']",['CDCgov'],22,"{'label': 'NEGATIVE', 'score': 0.9623831510543823}",NEGATIVE,-0.9623831510543823
513616,2020-03-29T22:02:29,"Mom and I had church 
  We got Kai and the kids in too
We prayed so hard for nurses, doctors, those suffering, those in fear. We just prayed and prayed and prayed and prayed. 
   All we have right now is prayer, but we are praying so hard. 
#Covid_19 #Covid19usa",mom church got kai kids prayed hard nurses doctors suffering fear prayed prayed prayed prayed right prayer praying hard covid covid usa,"['Covid_19', 'Covid19usa']",[],22,"{'label': 'NEGATIVE', 'score': 0.9106833934783936}",NEGATIVE,-0.9106833934783936
514236,2020-03-29T22:03:48,"🖋 Support @angelinemassaro by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @LarryHogan, Delegate Dumais, Delegate Fraser-Hidalgo and 2 more  #MDpolitics #MDpoli #COVID19 https://t.co/wYtdp9FG0C",support angelinemassaro signing must act deliver copy officials last delivered larryhogan delegate dumais delegate fraser hidalgo mdpolitics mdpoli covid,"['MDpolitics', 'MDpoli', 'COVID19']","['angelinemassaro', 'LarryHogan']",22,"{'label': 'NEGATIVE', 'score': 0.963054358959198}",NEGATIVE,-0.963054358959198
514271,2020-03-29T22:03:52,Hey @SCPHOH is it possible to compile at list of #Coronavirus cases in the county by zipcode like they did up in Cuyahoga county? Would be helpful for those of us trying to navigate this!,hey scphoh possible compile list coronavirus cases county zipcode like cuyahoga county would helpful trying navigate,['Coronavirus'],['SCPHOH'],22,"{'label': 'NEGATIVE', 'score': 0.9949288964271545}",NEGATIVE,-0.9949288964271545
514764,2020-03-29T22:04:55,"The vociferously thankful guest speakers at Trump's #COVID19 pressers evoke the folks paying tribute to President Snow in ""The Hunger Games."" @DMRDynamics @narceducator @DrDenaGrayson @JohnMTalmadgeMD @kateneuropsych @docivanhoe @PSYCH_HYPE @SethN12",vociferously thankful guest speakers trump covid pressers evoke folks paying tribute president snow hunger games dmrdynamics narceducator drdenagrayson johnmtalmadgemd kateneuropsych docivanhoe psych hype sethn,['COVID19'],"['DMRDynamics', 'narceducator', 'DrDenaGrayson', 'JohnMTalmadgeMD', 'kateneuropsych', 'docivanhoe', 'PSYCH_HYPE', 'SethN12']",22,"{'label': 'POSITIVE', 'score': 0.9978135228157043}",POSITIVE,0.9978135228157043
